id,pays,code_insee,commune,departement,region,org_lon,org_lat,org_precision,org_methode,org_adresse,org_source,ctrl_lieu,ctrl_lon,ctrl_lat,ctrl_precision,drapeaux
2022-8d4d7a86-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2022-da263bbb-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2022-dda523b2-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2022-8e9fc3d4-1,US,,,,,-95.7129,37.0902,pays,centroide_pays,,centroide pays,cnil,2.307276,48.850654,institution,
2022-661d44a7-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.3470,48.8589,commune,
2022-661d44a7-2,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.3470,48.8589,commune,
2022-31efa14d-1,FR,78440,Les Mureaux,78,11,1.9110,48.9877,commune,alias,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2022-205a20be-1,FR,78431,Morainvilliers,78,11,1.9437,48.9351,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2022-322feaac-1,FR,94073,Thiais,94,11,2.3869,48.7605,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2022-5f6fb5fe-1,FR,59009,Villeneuve-d'Ascq,59,32,3.1619,50.6362,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,3.1619,50.6362,commune,
2022-94726092-1,FR,33063,Bordeaux,33,75,-0.5848,44.8624,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,-0.5848,44.8624,commune,
2022-581f91db-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2022-faeae9c2-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2022-ca23f9b6-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2022-6805e649-1,FR,59343,Lesquin,59,32,3.1132,50.5904,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2022-3c729446-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2022-d3d4f3f3-1,FR,93066,Saint-Denis,93,11,2.3657,48.9378,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2022-a6c1324f-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2022-387411ac-1,FR,59009,Villeneuve-d'Ascq,59,32,3.1619,50.6362,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2022-ddba2889-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2022-7181d34d-1,FR,93066,Saint-Denis,93,11,2.3657,48.9378,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2022-a3310dcc-1,FR,59009,Villeneuve-d'Ascq,59,32,3.1619,50.6362,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2022-d0cef1db-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2022-e184be3c-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2022-e38cdc67-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2022-76dea6d5-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2022-89f0b216-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2022-b16c358b-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2022-01bf8dd3-1,FR,69123,Lyon,69,84,4.8351,45.7580,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2022-d85b115d-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2022-b2627239-1,FR,92040,Issy-les-Moulineaux,92,11,2.2628,48.8240,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2022-cdd43ff8-1,FR,94028,Créteil,94,11,2.4523,48.7845,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2022-38b67cf1-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2022-92162916-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2022-09c247f9-1,FR,79191,Niort,79,75,-0.4613,46.3274,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2022-a79709a6-1,FR,59009,Villeneuve-d'Ascq,59,32,3.1619,50.6362,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2022-cbf7122c-1,FR,59512,Roubaix,59,32,3.1843,50.6887,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2022-8f4ff214-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2022-3ee098e0-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2022-ca8cbbd7-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2022-464ef603-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2022-94b428a1-1,FR,92024,Clichy,92,11,2.3041,48.9041,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2022-57f69824-1,FR,94067,Saint-Mandé,94,11,2.4195,48.8414,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2022-02b1740d-1,FR,92007,Bagneux,92,11,2.3093,48.7980,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2022-c2e6ba48-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2022-50b80511-1,FR,92012,Boulogne-Billancourt,92,11,2.2429,48.8375,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2022-55dd17c4-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2022-3c0705b3-1,FR,76540,Rouen,76,28,1.0912,49.4412,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2022-3bfbe005-1,FR,35238,Rennes,35,53,-1.6884,48.1159,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2022-f6b3dfdb-1,FR,33063,Bordeaux,33,75,-0.5848,44.8624,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2022-40774ea0-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2022-34b7654b-1,FR,44109,Nantes,44,52,-1.5603,47.2382,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2022-d0dfcb76-1,FR,94018,Charenton-le-Pont,94,11,2.4050,48.8229,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2022-c257165e-1,FR,93048,Montreuil,93,11,2.4491,48.8637,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2022-17c2143b-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2022-3fd5d30d-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2022-5323642d-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2022-c94d7870-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2022-1b6f6bc0-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2022-9608cf5d-1,FR,92044,Levallois-Perret,92,11,2.2874,48.8946,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2022-2e2e5f97-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2022-6fe7115e-1,FR,44109,Nantes,44,52,-1.5603,47.2382,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2022-ddab71b9-1,FR,92075,Vanves,92,11,2.2869,48.8214,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2022-be1e2a06-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2022-47c3e792-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2022-86d0d70c-1,FR,93048,Montreuil,93,11,2.4491,48.8637,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2022-58506ef9-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2022-58d98302-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2022-2821df4e-1,FR,93066,Saint-Denis,93,11,2.3657,48.9378,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2022-23c7054d-1,FR,27229,Évreux,27,28,1.1406,49.0180,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2022-cbd28774-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2022-c02f7592-1,FR,13055,Marseille,13,93,5.3806,43.2803,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2022-7fe141e1-1,FR,34172,Montpellier,34,76,3.8742,43.6100,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2022-ab263fbe-1,FR,25056,Besançon,25,27,6.0123,47.2602,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2022-d6cc2d2e-1,FR,35238,Rennes,35,53,-1.6884,48.1159,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2022-a54e78e7-1,FR,93006,Bagnolet,93,11,2.4252,48.8671,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2022-b9bddf1c-1,FR,44109,Nantes,44,52,-1.5603,47.2382,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,-1.5603,47.2382,commune,
2022-4470cdf5-1,FR,93066,Saint-Denis,93,11,2.3657,48.9378,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.3657,48.9378,commune,
2022-ffbc60e2-1,FR,30007,Alès,30,76,4.0905,44.1250,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,4.0905,44.1250,commune,
2022-1f4e5ef8-1,FR,69123,Lyon,69,84,4.8351,45.7580,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,4.8351,45.7580,commune,
2022-e122b97f-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.3470,48.8589,commune,
2022-93f2fa3c-1,FR,38336,Reventin-Vaugris,38,84,4.8438,45.4757,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,4.8438,45.4757,commune,
2022-2a9a8e63-1,FR,59512,Roubaix,59,32,3.1843,50.6887,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2022-15c5e0a9-1,FR,13055,Marseille,13,93,5.3806,43.2803,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2022-71bd4b42-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2022-47347b6b-3,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2022-543f2860-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2022-6e906ba2-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2022-64c0835a-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2023-8fca307a-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.3470,48.8589,commune,
2023-78936c15-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.3470,48.8589,commune,
2023-d9515e1a-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.3470,48.8589,commune,
2023-5e3b2c63-1,FR,33063,Bordeaux,33,75,-0.5848,44.8624,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2023-854493ce-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2023-50abb9d2-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2023-50abb9d2-2,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2023-50abb9d2-3,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2023-c84b1e23-1,FR,92012,Boulogne-Billancourt,92,11,2.2429,48.8375,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2023-23a7f347-1,FR,31069,Blagnac,31,76,1.3770,43.6410,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,1.3770,43.6410,commune,
2023-d1d60ff1-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.3470,48.8589,commune,
2023-75ad4854-1,FR,93048,Montreuil,93,11,2.4491,48.8637,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.4491,48.8637,commune,
2023-5aa409b5-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.3470,48.8589,commune,
2023-3a54cccd-1,FR,78640,Vélizy-Villacoublay,78,11,2.1956,48.7840,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.1956,48.7840,commune,
2023-0f77e6a0-1,FR,26006,Allex,26,84,4.9157,44.7718,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,4.9157,44.7718,commune,
2023-6abf16d6-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.3470,48.8589,commune,
2023-6555d68b-1,FR,92012,Boulogne-Billancourt,92,11,2.2429,48.8375,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.2429,48.8375,commune,
2023-d2edea63-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.3470,48.8589,commune,
2023-340f2ae8-1,FR,91689,Wissous,91,11,2.3278,48.7308,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.3278,48.7308,commune,
2023-9a2d7902-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.3470,48.8589,commune,
2023-4b15bfd9-1,FR,92051,Neuilly-sur-Seine,92,11,2.2651,48.8862,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.2651,48.8862,commune,
2023-72fd5c6f-1,US,,,,,-95.7129,37.0902,pays,centroide_pays,,centroide pays,cnil,2.307276,48.850654,institution,
2023-08a8c9f8-1,FR,31555,Toulouse,31,76,1.4328,43.6007,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,1.4328,43.6007,commune,
2023-b6886bed-1,FR,91345,Longjumeau,91,11,2.3057,48.6923,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2023-930ae429-1,FR,91345,Longjumeau,91,11,2.3057,48.6923,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.3057,48.6923,commune,
2023-6fcfd5b5-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2023-eb6d400d-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.3470,48.8589,commune,
2023-ac4f9e76-1,GB,,,,,-3.4360,55.3781,pays,centroide_pays,,centroide pays,cnil,2.307276,48.850654,institution,pays_corrige_par_alias
2023-479f5d47-1,GB,,,,,-3.4360,55.3781,pays,centroide_pays,,centroide pays,cnil,2.307276,48.850654,institution,pays_corrige_par_alias
2023-c7e3c79c-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.3470,48.8589,commune,
2023-ff5cfe30-1,US,,,,,-95.7129,37.0902,pays,centroide_pays,,centroide pays,cnil,2.307276,48.850654,institution,
2023-3ca3ef0a-1,US,,,,,-95.7129,37.0902,pays,centroide_pays,,centroide pays,cnil,2.307276,48.850654,institution,
2023-796235ee-1,US,,,,,-95.7129,37.0902,pays,centroide_pays,,centroide pays,cnil,2.307276,48.850654,institution,
2023-87607985-1,FR,92063,Rueil-Malmaison,92,11,2.1806,48.8717,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2023-98dbad3d-1,FR,92063,Rueil-Malmaison,92,11,2.1806,48.8717,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.1806,48.8717,commune,
2023-98dbad3d-2,FR,92063,Rueil-Malmaison,92,11,2.1806,48.8717,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.1806,48.8717,commune,
2023-0349804c-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2023-b1c17e05-1,FR,74281,Thonon-les-Bains,74,84,6.4776,46.3745,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,6.4776,46.3745,commune,
2023-d51499ea-1,FR,92012,Boulogne-Billancourt,92,11,2.2429,48.8375,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2023-8e41666c-1,FR,92012,Boulogne-Billancourt,92,11,2.2429,48.8375,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.2429,48.8375,commune,
2023-93a87829-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2023-245cd4cf-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.3470,48.8589,commune,
2023-d2aa3bdf-1,FR,94034,Fresnes,94,11,2.3263,48.7572,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2023-dc88748f-1,FR,94034,Fresnes,94,11,2.3263,48.7572,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2023-c6aa8629-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2023-399bc731-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2023-40781187-1,FR,51058,Bezannes,51,44,3.9915,49.2223,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,3.9915,49.2223,commune,
2023-ba718a80-1,FR,33063,Bordeaux,33,75,-0.5848,44.8624,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,-0.5848,44.8624,commune,
2023-922fd476-1,FR,42218,Saint-Étienne,42,84,4.3665,45.4241,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,4.3665,45.4241,commune,
2023-1930049c-1,FR,59599,Tourcoing,59,32,3.1577,50.7210,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2023-7b3f9e3d-1,FR,59599,Tourcoing,59,32,3.1577,50.7210,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,3.1577,50.7210,commune,
2023-36c3b9aa-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.3470,48.8589,commune,
2023-36c3b9aa-2,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.3470,48.8589,commune,
2023-36c3b9aa-3,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.3470,48.8589,commune,
2023-36c3b9aa-4,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.3470,48.8589,commune,
2023-aae45bdd-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2023-aae45bdd-2,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2023-dc17d7d5-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2023-c4979538-1,FR,94041,Ivry-sur-Seine,94,11,2.3872,48.8125,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.3872,48.8125,commune,
2023-105fc6d0-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.3470,48.8589,commune,
2023-a24b949a-1,NL,,,,,5.2913,52.1326,pays,centroide_pays,,centroide pays,cnil,2.307276,48.850654,institution,
2023-b51c090d-1,NL,,,,,5.2913,52.1326,pays,centroide_pays,,centroide pays,cnil,2.307276,48.850654,institution,
2023-88812716-1,FR,92051,Neuilly-sur-Seine,92,11,2.2651,48.8862,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2023-a75c8d6e-1,FR,92051,Neuilly-sur-Seine,92,11,2.2651,48.8862,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.2651,48.8862,commune,
2023-ace2eb61-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2023-4c9518fa-1,FR,77528,Voisenon,77,11,2.6637,48.5695,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2023-6bab04ff-1,FR,59009,Villeneuve-d'Ascq,59,32,3.1619,50.6362,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,3.1619,50.6362,commune,
2023-6bab04ff-2,FR,59009,Villeneuve-d'Ascq,59,32,3.1619,50.6362,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,3.1619,50.6362,commune,
2023-6bab04ff-3,FR,59009,Villeneuve-d'Ascq,59,32,3.1619,50.6362,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,3.1619,50.6362,commune,
2023-735ca5b2-1,FR,33063,Bordeaux,33,75,-0.5848,44.8624,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,-0.5848,44.8624,commune,
2023-57511b4b-1,FR,81065,Castres,81,76,2.2448,43.6132,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.2448,43.6132,commune,
2023-97a3d670-1,FR,31212,Garidech,31,76,1.5490,43.7123,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,1.5490,43.7123,commune,
2023-a2fa897b-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.3470,48.8589,commune,
